CAPE_u,CAPE_ext,dh,sat_def,P,RH
1023.2273383061212,886.7531340587581,-2236.689473845974,0.006368424233528506,0.9639096215349929,0.017215024355985403
1695.4775389887561,1425.991544809801,-3800.810027321124,0.0061708917791866835,1.767727829392317,0.017215024355985403
1886.6212436048572,1572.0153101350043,-4253.051310694085,0.0061125698913063985,2.023633647952303,0.017215024355985403
2324.2506388968627,1892.9502746645508,-5296.163113624971,0.0059760514813260324,2.6586996145951955,0.017215024355985403
2365.6187719719624,1922.2773941540686,-5395.1666439393375,0.005962952315911062,2.72241561845159,0.017215024355985403
2577.7512427063753,2069.7952100265466,-5903.536168022496,0.005895310606319612,3.0595662415065252,0.017215024355985403
3286.7699400122115,2525.7921884071584,-7605.486983068593,0.0056643790513428,4.320930397751037,0.017215024355985403
3375.143688036739,2578.3821850154736,-7817.363399966132,0.005635164921250559,4.493615021437886,0.017215024355985403
3407.5090618072672,2597.3951403327706,-7894.923946549541,0.0056244456846953035,4.557762898336111,0.017215024355985403
3986.9771095506017,2914.5619006159304,-9278.809512950647,0.005431001152852753,5.79219568941896,0.017215024355985403
4193.24226587968,3016.3865327244716,-9768.561671829106,0.005361584837694451,6.2730884070244315,0.017215024355985403
4486.482796690082,3150.6219307359665,-10461.63642714551,0.005240014831266448,6.997071338107496,0.017215024355985403
4553.292677819812,3179.4334399483514,-10618.982343134012,0.00521762267111315,7.168901891589956,0.017215024355985403
4563.209022814324,3183.65290497473,-10642.317160782877,0.005214297753701314,7.194629559509368,0.017215024355985403
4711.069291366975,3244.809680391106,-10989.631010759607,0.005164686073174231,7.585195298352101,0.017215024355985403
4785.75433797768,3274.433486163435,-11164.609064316712,0.005139604785715051,7.787509039657946,0.017215024355985403
5061.967089726057,3376.477489342809,-11808.95477891108,0.005046756273516745,8.566142840923755,0.017215024355985403
5217.3713955146695,3428.594502822651,-12169.458355825846,0.004994483040664331,9.026023965438416,0.017215024355985403
5237.179465650254,3434.959198641363,-12215.301243561575,0.004987819451128063,9.085806907076071,0.017215024355985403
5433.127391041074,3494.4969040634924,-12667.43614817196,0.004921905685344199,9.69176377347724,0.017215024355985403
