z,p,T_rho,T,qv,h,T_env,q_env,h_env,T_rho_u,T_u,qv_u,h_u,CAPE_u,B_u,T_rho_w,T_w,qv_w,h_w,CAPE_w,B_w,ent
2800.0,72492.59229340618,283.33737727828765,281.692987908005,0.009604509215658289,60143.77754970826,282.1501595225746,0.00692303673790648,53887.82849374675,285.964295808748,284.0236113596585,0.011242089381379963,66618.74505250002,2849.690926215627,0.09095189286835619,285.22930082600993,283.37547166055043,0.010763512206487361,64758.91825927763,905.7088881945941,0.06550413567542356,0.00040666666666666667
2850.0,72056.7018134467,283.0321908924419,281.4109503319712,0.009478792601255451,60033.05570693308,281.8620823047188,0.006830241569929217,53854.10605342135,285.7168218461691,283.7954845732546,0.011138960912070105,66618.74505250002,2849.690926215627,0.09305029782309186,284.9592666082806,283.1267430320555,0.010649157025926947,64709.99835533274,905.7088881945941,0.06679315420895528,0.00040500000000000003
2900.0,71622.96652342545,282.72682862054864,281.1285160425346,0.009354129331926662,59924.633653294295,281.57365646580945,0.006738274200719612,53822.15353561839,285.4687741292724,283.56671792528726,0.011036074979291469,66618.74505250002,2849.690926215627,0.09513948701585993,284.68848535174817,282.8771787440025,0.010535147313002731,64661.14683997414,905.7088881945941,0.06806518018456173,0.00040333333333333334
2950.0,71191.37780757801,282.42127891518743,280.84567522601174,0.009230512222921936,59818.48280480105,281.2848719637399,0.0066471282671229474,53791.94428836489,285.2201463074885,283.3373046201324,0.010933434320082865,66618.74505250002,2849.690926215627,0.09721961894634365,284.4169510333441,282.6267717918461,0.010421488943506621,64612.37137010454,905.7088881945941,0.06932035558480788,0.00040166666666666665
3000.0,70761.92706074334,282.115530222776,280.5624180290145,0.009107934250258392,59714.574948779664,280.9957187221431,0.006556797538366295,53763.45196502253,284.97093194785714,283.10723777462596,0.010831041707108979,66618.74505250002,2849.690926215627,0.09929085045735156,284.14465749993093,282.3755150461002,0.01030818778371592,64563.67944823671,905.7088881945941,0.07055881883982483,0.0004
3050.0,70334.6056886516,281.80957098111094,280.27873455675274,0.008986388547292726,59612.882233340766,280.7061866285758,0.006467275913173574,53736.65051501349,284.7211245340884,282.87651041708045,0.010728899949069445,66618.74505250002,2849.690926215627,0.10135333677727863,283.8715984679359,282.12340125179065,0.010195249691436746,64515.07842456225,905.7088881945941,0.07178070487573533,0.00039833333333333333
3100.0,69909.40510820478,281.503389617083,279.9946148714793,0.008865868401445775,59513.377157380106,280.4162655328496,0.0063785574170040354,53711.51417501045,284.47071746562233,282.6451154863002,0.01062701189110765,66618.74505250002,2849.690926215627,0.10340723155684721,283.5977675229908,281.87042302792094,0.0100826805170238,64466.57549896928,905.7088881945941,0.07298614515762487,0.0003966666666666667
3150.0,69486.31674775122,281.1969745445608,279.7100489910763,0.008746367251069156,59416.03256107978,280.12594524550934,0.006290636199406023,53688.01746056845,284.2197040566894,282.4130458305974,0.010525380415220125,66618.74505250002,2849.690926215627,0.10545268690037926,283.32315811958074,281.6165728669514,0.009970486104375412,64418.17772301147,905.7088881945941,0.07417526772728535,0.000395
3200.0,69065.33204735299,280.89031416243796,279.4250268877766,0.008627878682442096,59320.8216168795,279.8352155364505,0.006203506531476995,53666.135158169156,283.96807753537075,282.18029420680955,0.010424008440666009,66618.74505250002,2849.690926215627,0.10748985339170603,283.04776358070393,281.3618431342957,0.00985867229190404,64369.89200183047,905.7088881945941,0.07534819723598497,0.0003933333333333333
3250.0,68646.44245904798,280.5833968528382,279.1395384870202,0.008510396426889243,59227.71782088955,279.54406613367644,0.006117162803423056,53645.842317659975,283.71583104265994,281.94685327931865,0.010322898924375653,66618.74505250002,2849.690926215627,0.10951888011487906,282.7715770975464,281.106226067838,0.009747244913482217,64321.725096033995,905.7088881945941,0.07650505497246655,0.0003916666666666667
3300.0,68229.63944710563,280.2762109794747,278.8535736664411,0.008393914358009619,59136.69498471945,279.25248672218913,0.006031599522209135,53627.11424505962,283.46295763152733,281.71271561907395,0.0102220548613585,66618.74505250002,2849.690926215627,0.11153991466983927,282.4945917291733,280.8497137774722,0.009636209799362618,64273.68362353131,905.7088881945941,0.07764595888638254,0.00039000000000000005
3350.0,67814.91448827808,279.9687448861599,278.567122254984,0.008278426489008056,59047.727227697804,278.9604669430135,0.005946811309294263,53609.92649571586,283.2094502659879,281.4778737026189,0.010121479285109704,66618.74505250002,2849.690926215627,0.11355310318314131,282.2168004022407,280.5922982446681,0.009525572777072765,64225.774061328186,905.7088881945941,0.07877102360736701,0.0003883333333333333
