B,CAPE,dh,sat_def,P
0.0,0.0,6.8748288989881985,0.008759300708558274,0.0
31.05830090339653,1552.915045169826,-2933.0382707669414,0.00818260973283107,0.5263157894736842
54.31677355640177,2715.8386778200884,-5089.517604759923,0.007707808066647077,1.0526315789473684
73.20794035205518,3660.3970176027588,-6738.495773409493,0.007305985732296887,1.5789473684210527
89.22088712087756,4461.044356043877,-8035.618512176938,0.0069225901981637165,2.1052631578947367
103.16321051694314,5158.160525847156,-9075.908147534152,0.006621558015655472,2.631578947368421
115.53112204294243,5776.556102147122,-9922.279268717779,0.0063544173745201694,3.1578947368421053
126.65500381353735,6332.750190676867,-10618.262970096417,0.006115053064362841,3.6842105263157894
136.76775827135845,6838.387913567921,-11195.138087715393,0.005871092901826568,4.2105263157894735
146.04045294246527,7302.022647123264,-11676.319093401631,0.0056760832225206,4.7368421052631575
154.60300939625387,7730.150469812692,-12078.960639815254,0.005497631502371955,5.263157894736842
162.55667991986016,8127.833995993008,-12416.622764210799,0.005333498440419573,5.789473684210526
169.98204934733542,8499.102467366767,-12699.97738081748,0.0051818567566736685,6.315789473684211
176.94435611392225,8847.217805696113,-12937.547319131161,0.005041196189871082,6.842105263157895
183.49734485403357,9174.86724270168,-13136.225529348194,0.004910255329252281,7.368421052631579
189.6857381337028,9484.286906685138,-13301.649677892674,0.004787969803935721,7.894736842105263
195.54721234783966,9777.360617391982,-13438.666708297511,0.004654189934476167,8.421052631578947
201.1138583711563,10055.69291855781,-13550.966581024702,0.004547345773318741,8.947368421052632
206.41322153967837,10320.661076983915,-13641.78920840189,0.004446746900472711,9.473684210526315
211.46912979569134,10573.45648978457,-13713.889110796976,0.00435181689164009,10.0
0.0,0.0,6.8748288989881985,0.008582303886856824,0.0
30.462397845787258,1523.1198922893627,-2878.045744525036,0.008028985129315835,0.5263157894736842
53.31278119733842,2665.63905986692,-5000.227394170681,0.007572429827313005,1.0526315789473684
71.89782675881591,3594.891337940795,-6627.383029939832,0.007185328303227683,1.5789473684210527
87.66918904970606,4383.459452485302,-7910.670688506325,0.006814468381077842,2.1052631578947367
101.41445256718039,5070.722628359018,-8942.602817483836,0.006523591662368789,2.631578947368421
113.61769467974415,5680.884733987211,-9784.402170906345,0.006265129087659951,3.1578947368421053
124.60155227266813,6230.077613633406,-10478.515483401054,0.006033268370464022,3.6842105263157894
134.59344158746998,6729.672079373498,-11055.450086374098,0.005823612111216416,4.2105263157894735
143.76067005406492,7188.033502703245,-11538.108434159047,0.005606735912878684,4.7368421052631575
152.23031059263985,7611.515529631992,-11943.338697151921,0.005433376001224848,5.263157894736842
160.10142590780342,8005.071295390173,-12284.376799401107,0.005273790081968406,5.789473684210526
167.45291648132675,8372.64582406634,-12571.688046825511,0.005126231909879486,6.315789473684211
174.3487891740266,8717.439458701332,-12813.639774607436,0.004989256933141571,6.842105263157895
180.84164473958106,9042.082236979055,-13017.006678919199,0.004861657015104226,7.368421052631579
186.9753504470875,9348.767522354377,-13187.334910012738,0.004742412226470345,7.894736842105263
192.7869401234839,9639.347006174195,-13329.309524788237,0.004611410115751416,8.421052631578947
198.3078956521925,9915.39478260963,-13446.748289147814,0.004507103309164612,8.947368421052632
203.56524474741843,10178.262237370926,-13542.755815143573,0.004408837622506281,9.473684210526315
208.58240022540934,10429.12001127047,-13620.052815351512,0.004316059002828018,10.0
0.0,0.0,6.8748288989881985,0.008406090921443801,0.0
29.867836919434257,1493.3918459717133,-2823.1128670901817,0.00787554966721241,0.5263157894736842
52.30953398449625,2615.476699224811,-4910.788199060131,0.00743683929332483,1.0526315789473684
70.58702846591765,3529.3514232958805,-6515.802898785565,0.007064178449784841,1.5789473684210527
86.11505428217691,4305.7527141088485,-7784.899036706964,0.006705663943462841,2.1052631578947367
99.66126441172963,4983.063220586482,-8808.113516681748,0.006424799160047011,2.631578947368421
111.69789019145769,5584.894509572886,-9644.994807537594,0.006174910432538146,3.1578947368421053
122.5396837376197,6126.984186880984,-10336.912636289853,0.0059504780590265306,3.6842105263157894
132.40881143010364,6620.44057150518,-10913.63617551641,0.005747320658596408,4.2105263157894735
141.46868592074958,7073.4342960374815,-11397.46563500951,0.005536299963565784,4.7368421052631575
149.84355432856728,7492.177716428365,-11805.035167000766,0.005368006082027798,5.263157894736842
157.63037205184426,7881.518602592215,-12149.222647235249,0.005212951553690372,5.789473684210526
164.90636053273636,8245.318026636814,-12440.287122075693,0.005069468395994763,6.315789473684211
171.73415353201537,8586.70767660077,-12686.438414546756,0.0049361760318882,6.842105263157895
178.16532789236373,8908.26639461819,-12894.330513271569,0.004811918993061533,7.368421052631579
184.24294824335254,9212.147412167624,-13069.416913350928,0.004695720591362901,7.894736842105263
190.00324450287388,9500.162225143697,-13216.2172549916,0.004567509861985178,8.421052631578947
195.47712892579443,9773.856446289725,-13338.680210835635,0.004465750634894747,8.947368421052632
200.6911578104254,10034.557890521275,-13439.771660493912,0.004369830061860171,9.473684210526315
205.6683230387364,10283.416151936819,-13522.177178437218,0.0042792161555321616,10.0
0.0,0.0,6.8748288989881985,0.008230653976746964,0.0
29.274607542447505,1463.7303771223746,-2768.2397998989472,0.007722303661398102,0.5263157894736842
51.30702280587631,2565.3511402938148,-4821.2020731686425,0.007301039502157051,1.0526315789473684
69.27559664306985,3463.779832153492,-6403.7583725911245,0.006942539286169562,1.5789473684210527
84.5584607149334,4227.923035746671,-7658.30598263986,0.006596178790139223,2.1052631578947367
97.90370128756985,4895.185064378493,-8672.44102839502,0.006325180344956561,2.631578947368421
109.77164637312949,5488.582318656476,-9504.054252462316,0.006083759188093356,3.1578947368421053
120.46940552854674,6023.470276427338,-10193.447284634203,0.005866677587646364,3.6842105263157894
130.21376464877886,6510.688232438946,-10769.654563663273,0.005669962905283251,4.2105263157894735
139.16438562482276,6958.219281241137,-11254.37414675604,0.005464766263387329,4.7368421052631575
147.44268104693265,7372.134052346627,-11664.026580908365,0.005301511120676733,5.263157894736842
155.1434118624159,7757.170593120795,-12011.132003593804,0.005150969757405515,5.789473684210526
162.34216363365329,8117.108181682667,-12305.739561738992,0.005011551541260689,6.315789473684211
169.10025990070312,8455.012995035155,-12555.901079335126,0.0048819377826271595,6.842105263157895
175.46823453414828,8773.411726707416,-12768.148908162475,0.004761023999453033,7.368421052631579
181.4882019468995,9074.410097344975,-12947.841735702124,0.004647876088024652,7.894736842105263
187.1957449420936,9359.787247104672,-13099.418482123248,0.004541697198677578,8.421052631578947
192.62119084355166,9631.059542177585,-13226.69621895456,0.004423266909030968,8.947368421052632
197.79059172595535,9889.529586297765,-13332.764333802254,0.004329702620979064,9.473684210526315
202.72649497455842,10136.324748727922,-13420.183673144755,0.004241266093756039,10.0
0.0,0.0,6.8748288989881985,0.008055985342874626,0.0
28.682699603251294,1434.1349801625645,-2713.426697883886,0.00756924740601604,0.5263157894736842
50.30524239780938,2515.262119890469,-4731.471043461541,0.0071650334673124365,1.0526315789473684
67.96348177482231,3398.1740887411156,-6291.252431689565,0.006820413959263813,1.5789473684210527
82.99937149055685,4149.968574527844,-7530.894082015526,0.006486014796148636,2.1052631578947367
96.14167219578266,4807.083609789133,-8535.585932505295,0.006224735172320786,2.631578947368421
107.83894726226238,5391.947363113115,-9361.578256769018,0.005991672909045719,3.1578947368421053
118.39063813988476,5919.531906994238,-10048.11304205648,0.005781862131104606,3.6842105263157894
128.0082826022281,6400.414130111404,-10623.49387604522,0.005591531854171396,4.2105263157894735
136.84770552742214,6842.385276371109,-11108.8163384469,0.005392126208563791,4.7368421052631575
145.02751200825782,7251.375600412896,-11520.290448449261,0.005233879820925087,5.263157894736842
152.6403895606206,7632.019478031036,-11870.075042853452,0.0050878321800821545,5.789473684210526
159.76018492523025,7988.009246261512,-12168.010271836,0.004952466540735655,6.315789473684211
166.4469333594755,8322.346667973778,-12421.986850562025,0.00482652539431635,6.842105263157895
172.75004684498137,8637.502342249065,-12638.414107028359,0.0047089539958889955,7.368421052631579
178.71088078250358,8935.544039125174,-12822.554930266124,0.004598859544867312,7.894736842105263
184.36425054995138,9218.212527497566,-12978.773097124598,0.004495479911842633,8.421052631578947
189.73986193335645,9486.993096667828,-13110.729657031006,0.004379630830118345,8.947368421052632
194.86327016073767,9743.163508036872,-13221.661687531756,0.004288432727303434,9.473684210526315
199.756618444877,9987.830922243858,-13313.994901222417,0.004202185013770216,10.0
0.0,0.0,6.8748288989881985,0.007882077432734357,0.0
28.092103151798096,1404.6051575899044,-2658.673709571078,0.007416381178035955,0.5263157894736842
49.304232646206906,2465.211632310348,-4641.59711513271,0.0070288241726339075,1.0526315789473684
66.65067365530837,3332.5336827654173,-6178.2881921241715,0.006697805452718431,1.5789473684210527
81.43785538693163,4071.892769346582,-7402.665979983794,0.006375173818950269,2.1052631578947367
94.37522388812509,4718.761194406255,-8397.54865464088,0.006123463686383397,2.631578947368421
105.89978362425975,5294.989181212988,-9217.564179489586,0.005898649430652336,3.1578947368421053
116.30336389288964,5815.168194644481,-9900.903067004707,0.005696027242650632,3.6842105263157894
125.79225149023787,6289.6125745118925,-10475.14199831149,0.005512020800793687,4.2105263157894735
134.51853724870395,6725.926862435194,-10960.797666005688,0.005343844617209621,4.7368421052631575
142.59801516003705,7129.90075800185,-11373.803377652162,0.0051651013993972775,5.263157894736842
150.1211570681594,7506.0578534079705,-11726.023051148863,0.005023525465778604,5.789473684210526
157.16024995167174,7858.012497583584,-12027.062834058954,0.004892198911874133,6.315789473684211
163.7739175484383,8188.6958774219165,-12284.652877051114,0.0047699227252983025,6.842105263157895
170.0106332563367,8500.531662816837,-12505.077345316196,0.004655690945429659,7.368421052631579
175.9107424463627,8795.53712231813,-12693.5016538798,0.004548651289101938,7.894736842105263
181.50839450545425,9075.419725272712,-12854.213024656332,0.004448075553256908,8.421052631578947
186.83271094224256,9341.63554711213,-12990.80057213427,0.004353336829424835,8.947368421052632
191.90874184617678,9595.43709230884,-13106.389194996329,0.004245997751756015,9.473684210526315
196.75820178945588,9837.910089472805,-13203.529611934915,0.004161949654202184,10.0
0.0,0.0,6.8748288989881985,0.007708922779309771,0.0
27.502807816129582,1375.140390806478,-2603.9809583689785,0.007263705277159698,0.5263157894736842
48.30394138647831,2415.197069323914,-4551.58224156755,0.006892414607770285,1.0526315789473684
65.337218274364,3266.8609137181993,-6064.868636174644,0.006574716827061313,1.5789473684210527
79.87384017109228,3993.6920085546153,-7273.624197898287,0.006263657757813116,2.1052631578947367
92.60430846449556,4630.215423224778,-8258.329993039326,0.006021365785103028,2.631578947368421
103.95408609504956,5197.704304752478,-9072.009193491154,0.0058046866302609215,3.1578947368421053
114.20752096576612,5710.376048288304,-9751.810336099028,0.005609168436913027,3.6842105263157894
123.56565659263322,6178.282829631654,-10324.587586627531,0.00543142260552256,4.2105263157894735
