CAPE_u,CAPE_ext,CAPE_dist,dh,sat_def,P,RH,dz,ent_b
0.0,0.0,0.0,-3.0578317024046555,0.012218546694868014,0.0,0.02,4400.0,0.0
4888.9200431454055,3557.955320269096,3632.9763368754193,-9984.943119370568,0.008583070234972685,1.0,0.02,4300.0,0.00016597605629390131
7647.435580089077,4754.036896384483,5084.672616032402,-12457.883117765232,0.006838171945494833,2.0,0.02,4250.0,0.00033058603902421014
9579.460310098171,5122.013305881268,5831.193270240282,-13022.266703139685,0.005757859823711269,3.0,0.02,4200.0,0.0004938522518074283
11062.723741114294,5118.576075865918,6251.011896682823,-12894.759947183302,0.005011429317331427,4.0,0.02,4150.0,0.0006557964564598195
12262.83790531001,4939.18363361916,6496.895694686929,-12485.064924198625,0.0044781893966565536,5.0,0.02,4150.0,0.000816439890405104
13267.940230663247,4680.643033781118,6642.294508655982,-11960.009176840977,0.004050018357063315,6.0,0.02,4100.0,0.000975803283388641
14130.647273032731,4393.160099682199,6726.474982326427,-11395.52623163347,0.0037222338428797765,7.0,0.02,4100.0,0.001133906873530906
14884.91287878644,4103.578739703934,6771.7989732247715,-10827.623085335865,0.003552438874648141,8.0,0.02,4150.0,0.0012907704227514234
15553.916234328657,3825.772845126306,6791.734658799737,-10274.820901056402,0.0033108332184128763,9.0,0.02,4100.0,0.0014464132315925218
16154.190926086609,3566.335516085065,6794.828102590681,-9744.790718597214,0.0031163675768104354,10.0,0.02,4100.0,0.001600854153470727
16697.927747477414,3327.9497920018553,6786.649910226409,-9240.927687898213,0.002948718361716606,11.0,0.02,4100.0,0.0017541116083821093
17194.376976695527,3111.1250208982296,6770.907453050373,-8764.188906978674,0.0028025372284509516,12.0,0.02,4100.0,0.0019062035960864987
17650.72092916248,2915.178715117307,6750.120595107781,-8314.290784515186,0.0026646428287527596,13.0,0.02,4050.0,0.0020571477087941567
18072.633839039278,2739.0059785353596,6726.045990375351,-7890.0563176400065,0.0025508626664460902,14.0,0.02,4050.0,0.002206961143377308
18464.693879190512,2581.5591602689688,6699.922667370847,-7489.995924218947,0.0024490706497153057,15.0,0.02,4050.0,0.002355660713127669
18830.62665071874,2442.123070949891,6672.712495160153,-7112.553804000876,0.0023574059908772205,16.0,0.02,4050.0,0.0025032628590801204
