CAPE_u,CAPE_ext,CAPE_dist,dh,sat_def,P,RH,dz,ent_b,ent_std
0.0,0.0,0.0,-2.1237246499294997,0.006691839602623936,0.0,0.02,4250.0,0.0,
711.8454491303847,557.0621757482172,439.1415559264414,-2260.0240841805935,0.0065609476151864635,1.0,0.02,4200.0,1.4716439339554916e-05,1.785714285714285e-06
1225.4748647810854,912.5736247848843,709.0121063307726,-4000.0676281527267,0.006481466811406656,2.0,0.02,4200.0,2.8356066044508252e-05,3.57142857142857e-06
1623.8421683604122,1151.473828500425,879.3064713675303,-5390.030215204162,0.00640787205485491,3.0,0.02,4200.0,4.1457286432160806e-05,5.357142857142856e-06
1949.4427042906907,1317.2626665590503,988.4843305084651,-6532.280937694886,0.006338218540470425,4.0,0.02,4200.0,5.4558506819813346e-05,7.14285714285714e-06
2226.243990879692,1434.5060818925742,1058.59225277048,-7491.864566992779,0.006271964663593036,5.0,0.02,4200.0,6.730078966259871e-05,8.928571428571426e-06
2468.756688571881,1518.0996546253007,1102.7122062283045,-8313.4458115151,0.006208473556242639,6.0,0.02,4200.0,7.968413496051686e-05,1.0714285714285712e-05
2686.039278896945,1577.482678147722,1129.2751519987808,-9027.76489351684,0.006147505645650114,7.0,0.02,4200.0,9.170854271356784e-05,1.2499999999999996e-05
2884.3555486596833,1619.033727864724,1143.4943582800347,-9657.14528666185,0.006056786994636646,8.0,0.02,4150.0,0.00010480976310122038,1.428571428571428e-05
3068.3045522689968,1647.3579596071838,1148.3152472453278,-10218.98785302115,0.006000478110394026,9.0,0.02,4150.0,0.00011629576453697057,1.607142857142857e-05
3240.2739678188195,1665.2553327535293,1147.7859084780107,-10725.59035100657,0.005945633331715095,10.0,0.02,4150.0,0.00012921751615218953,1.7857142857142852e-05
3402.8296182227027,1675.2948786903605,1141.985106569115,-11184.584730385279,0.00589315155622285,11.0,0.02,4150.0,0.0001401651112706389,1.9642857142857135e-05
3557.366704774747,1678.9430959262033,1133.668813612082,-11605.684941896034,0.00584165164131445,12.0,0.02,4150.0,0.00015290739411342425,2.1428571428571425e-05
3705.662900651228,1677.856954240025,1121.8138734936085,-11995.290807104138,0.005791642605372706,13.0,0.02,4150.0,0.00016331658291457286,2.3214285714285705e-05
3848.050033417069,1672.681667879308,1109.0411937033177,-12355.759914621907,0.005742942446323044,14.0,0.02,4150.0,0.00017587939698492463,2.499999999999999e-05
3986.031456478517,1664.537893911181,1094.7401299338694,-12694.12697009684,0.005695303412254402,15.0,0.02,4150.0,0.00018844221105527637,2.6785714285714274e-05
4119.002862459982,1653.7108847209481,1079.9478665768277,-13010.128073507316,0.005649324765303102,16.0,0.02,4150.0,0.00019813352476669057,2.857142857142856e-05
4249.09042893018,1641.0385023242013,1063.8824581513638,-13309.051191319064,0.005603950281470737,17.0,0.02,4150.0,0.00021051687006460874,3.0357142857142847e-05
4375.336452245559,1626.6926216962572,1048.2675669099929,-13593.987718318778,0.005559701740355686,18.0,0.02,4150.0,0.0002229002153625269,3.214285714285714e-05
4498.171845130143,1610.9408314477037,1031.9693669713718,-13860.625279138949,0.005516908974030119,19.0,0.02,4150.0,0.00023528356066044508,3.392857142857142e-05
4618.927709142432,1594.222108466607,1016.0622364341948,-14121.472681349682,0.005473890371799227,20.0,0.02,4150.0,0.0002440775305096913,3.5714285714285703e-05
4736.825837067464,1576.8374244279776,999.7675656948776,-14367.249990141718,0.005433021218405425,21.0,0.02,4150.0,0.0002562814070351759,3.749999999999999e-05
4852.083924502335,1558.7150832124296,984.000177358223,-14602.18405005378,0.005392677227959183,22.0,0.02,4150.0,0.0002684852835606604,3.928571428571427e-05
4966.219868527372,1540.2504806261811,967.8887682765969,-14831.20275015055,0.0053524720777541725,23.0,0.02,4150.0,0.00028068916008614495,4.1071428571428556e-05
5077.229670576154,1521.3247276799907,952.4050957388849,-15050.28951710376,0.0053137836464384365,24.0,0.02,4150.0,0.0002885857860732233,4.285714285714285e-05
5186.641679118544,1502.254947781881,937.3816641242935,-15263.27908545488,0.005252875738220642,25.0,0.02,4100.0,0.00030061019382627424,4.464285714285713e-05
5294.21011822247,1483.0786592240988,922.083464717205,-15468.955816766982,0.005216192740300277,26.0,0.02,4100.0,0.00031263460157932515,4.642857142857141e-05
5399.910789358857,1463.6976451825528,907.4017499345418,-15669.775905055278,0.0051797458759344946,27.0,0.02,4100.0,0.00032465900933237616,4.82142857142857e-05
5503.985526392284,1444.3464806096513,893.3188213295896,-15859.977840398991,0.005144366940152994,28.0,0.02,4100.0,0.0003366834170854272,4.999999999999998e-05
5608.144700875654,1425.2278603643185,878.5666244072887,-16052.99120932413,0.005108979514180042,29.0,0.02,4100.0,0.0003435032304379038,5.178571428571427e-05
5709.339409020791,1405.9552773782991,864.5678667999023,-16238.590334451415,0.005074304871514819,30.0,0.02,4100.0,0.0003553481694185211,5.357142857142855e-05
0.0,0.0,0.0,-2.1237246499294997,0.006390630270892692,0.0,0.06041666666666666,4250.0,0.0,
680.1679303699069,532.2137705838852,419.53132823767675,-2160.211516463707,0.0062696782647734435,1.0,0.06041666666666666,4200.0,1.4716439339554916e-05,1.785714285714285e-06
1171.2137652741142,871.9918062261803,677.424101303914,-3825.599182646307,0.00619725544139251,2.0,0.06041666666666666,4200.0,2.8356066044508252e-05,3.57142857142857e-06
1552.4161904482535,1100.512134376898,840.297127496822,-5157.697378635705,0.006130126084429365,3.0,0.06041666666666666,4200.0,4.1457286432160806e-05,5.357142857142856e-06
1864.330932679666,1259.2956035010106,944.8637848083039,-6253.883617153493,0.0060665288295566454,4.0,0.06041666666666666,4200.0,5.4558506819813346e-05,7.14285714285714e-06
2129.8039312136707,1371.7675339501814,1012.1504516536821,-7176.038804890639,0.006005979584954123,5.0,0.06041666666666666,4200.0,6.730078966259871e-05,8.928571428571426e-06
2362.660998027102,1452.1293403655905,1054.6334239836626,-7966.681398013636,0.005947902530140658,6.0,0.06041666666666666,4200.0,7.968413496051686e-05,1.0714285714285712e-05
2571.524003879844,1509.375090653136,1080.3443411480478,-8655.068292393284,0.005892084910733232,7.0,0.06041666666666666,4200.0,9.170854271356784e-05,1.2499999999999996e-05
2762.3596201250552,1549.5868240607342,1094.2630317300266,-9262.460837969047,0.0058381050122947335,8.0,0.06041666666666666,4200.0,0.00010480976310122038,1.428571428571428e-05
2939.5438037802105,1577.1545177932078,1099.1901619786158,-9805.355997899744,0.00575573326634407,9.0,0.06041666666666666,4150.0,0.00011629576453697057,1.607142857142857e-05
3105.344770346394,1594.746235774005,1098.9959549686303,-10295.649759519256,0.005705405337494709,10.0,0.06041666666666666,4150.0,0.00012921751615218953,1.7857142857142852e-05
3262.1952951207472,1604.8071377194883,1093.7428314869887,-10740.483877666062,0.005657209239259684,11.0,0.06041666666666666,4150.0,0.0001401651112706389,1.9642857142857135e-05
3411.4343393896274,1608.742701761596,1086.065551959428,-11149.119434989952,0.0056098807452106434,12.0,0.06041666666666666,4150.0,0.00015290739411342425,2.1428571428571425e-05
3554.742811432256,1608.1293970732768,1074.9822747395008,-11527.734269173045,0.005563886455694056,13.0,0.06041666666666666,4150.0,0.00016331658291457286,2.3214285714285705e-05
3692.4388883903903,1603.587183145866,1063.0271266062657,-11878.41927195018,0.0055190673899795486,14.0,0.06041666666666666,4150.0,0.00017587939698492463,2.499999999999999e-05
3825.9583249905522,1596.179832511892,1049.57256542727,-12208.073267132997,0.005475192112724025,15.0,0.06041666666666666,4150.0,0.00018844221105527637,2.6785714285714274e-05
3954.7023668194533,1586.1795039907938,1035.6321997961013,-12516.199622687272,0.005432818656512267,16.0,0.06041666666666666,4150.0,0.00019813352476669057,2.857142857142856e-05
4080.7250230270033,1574.4042488249931,1020.4573679362084,-12808.104056958982,0.005390975702071299,17.0,0.06041666666666666,4150.0,0.00021051687006460874,3.0357142857142847e-05
4203.08969151349,1561.0077221144018,1005.7238221460567,-13086.532226632655,0.0053501402859680415,18.0,0.06041666666666666,4150.0,0.0002229002153625269,3.214285714285714e-05
4322.202433821843,1546.244901706521,990.279854043668,-13347.454621517885,0.0053106294455138115,19.0,0.06041666666666666,4150.0,0.00023528356066044508,3.392857142857142e-05
4439.36651152495,1530.5388799854659,975.2466622104931,-13602.970783420024,0.005270880791806137,20.0,0.06041666666666666,4150.0,0.0002440775305096913,3.5714285714285703e-05
4553.788841095392,1514.1569955729708,959.791788407084,-13843.786639724014,0.005233093961994649,21.0,0.06041666666666666,4150.0,0.0002562814070351759,3.749999999999999e-05
4665.705301141381,1497.073102227896,944.8499956909984,-14074.334118438659,0.0051957752967664314,22.0,0.06041666666666666,4150.0,0.0002684852835606604,3.928571428571427e-05
4776.57672902203,1479.6464080615085,929.5526406176097,-14299.276591659363,0.005158561985341501,23.0,0.06041666666666666,4150.0,0.00028068916008614495,4.1071428571428556e-05
4884.452717434324,1461.7488998282968,914.8448013893994,-14514.43823895877,0.005122732852484718,24.0,0.06041666666666666,4150.0,0.0002885857860732233,4.285714285714285e-05
4990.807620831997,1443.6950067619564,900.598173056439,-14723.918000881,0.00508766542737794,25.0,0.06041666666666666,4150.0,0.00030061019382627424,4.464285714285713e-05
5095.400601700098,1425.5351674291142,886.0294017731721,-14926.295905596286,0.005053212688056421,26.0,0.06041666666666666,4150.0,0.00031263460157932515,4.642857142857141e-05
5198.225990785883,1407.1703467553134,872.0684129772266,-15123.811839754526,0.0050192012965429465,27.0,0.06041666666666666,4150.0,0.00032465900933237616,4.82142857142857e-05
5299.502596101437,1388.7959320768482,858.6748441967571,-15311.2948856656,0.004964422290867826,28.0,0.06041666666666666,4100.0,0.0003366834170854272,4.999999999999998e-05
5400.89060239859,1370.6575306347643,844.6375261303207,-15501.61914611455,0.0049315615320604115,29.0,0.06041666666666666,4100.0,0.0003435032304379038,5.178571428571427e-05
5499.427753562192,1352.3568591628052,831.315965570353,-15684.758474955503,0.004899351644966199,30.0,0.06041666666666666,4100.0,0.0003553481694185211,5.357142857142855e-05
0.0,0.0,0.0,-2.1237246499294997,0.006091887669657143,0.0,0.10083333333333333,4250.0,0.0,
648.7133259082062,507.54542627429856,400.0650779251004,-2061.039179144471,0.005980401966201536,1.0,0.10083333333333333,4200.0,1.4716439339554916e-05,1.785714285714285e-06
1117.3059221555861,831.6893343055684,646.0583939572014,-3652.0358112759204,0.00591465012362144,2.0,0.10083333333333333,4200.0,2.8356066044508252e-05,3.57142857142857e-06
1481.4096176285252,1049.8766756155055,801.5454869472696,-4926.307419722696,0.005853641674213122,3.0,0.10083333333333333,4200.0,4.1457286432160806e-05,5.357142857142856e-06
1779.656589007322,1201.66480919078,901.506210215585,-5976.319216856355,0.005795786906108174,4.0,0.10083333333333333,4200.0,5.4558506819813346e-05,7.14285714285714e-06
2033.7899612384062,1309.356334024192,965.9630267115487,-6860.837228427343,0.0057406546597221116,5.0,0.10083333333333333,4200.0,6.730078966259871e-05,8.928571428571426e-06
2256.9566436406553,1386.4624614870224,1006.7893565705372,-7620.264171972012,0.005687726057142802,6.0,0.10083333333333333,4200.0,7.968413496051686e-05,1.0714285714285712e-05
2457.3475132412036,1441.5388454157064,1031.6230218544001,-8282.394914108489,0.0056368127612992066,7.0,0.10083333333333333,4200.0,9.170854271356784e-05,1.2499999999999996e-05
2640.636140687564,1480.3743994742986,1045.2124825117078,-8867.442537986302,0.005587535882903593,8.0,0.10083333333333333,4200.0,0.00010480976310122038,1.428571428571428e-05
2810.979414927572,1507.1452077152092,1050.216521661375,-9391.040471373468,0.005539761505967248,9.0,0.10083333333333333,4200.0,0.00011629576453697057,1.607142857142857e-05
2970.5289046139183,1524.39042127435,1050.3287557462606,-9864.589666720247,0.0054647053604506305,10.0,0.10083333333333333,4150.0,0.00012921751615218953,1.7857142857142852e-05
3121.5885219122924,1534.4324684548085,1045.594988411399,-10294.856990069493,0.005420610249850516,11.0,0.10083333333333333,4150.0,0.0001401651112706389,1.9642857142857135e-05
3265.436139636087,1538.615100837138,1038.5300385005264,-10690.615178969332,0.005377277884530579,12.0,0.10083333333333333,4150.0,0.00015290739411342425,2.1428571428571425e-05
3403.661903376304,1538.438452166877,1028.1917764203235,-11057.820256444233,0.0053351345255469905,13.0,0.10083333333333333,4150.0,0.00016331658291457286,2.3214285714285705e-05
3536.568659390518,1534.4933363474659,1017.0306211159266,-11398.306282811034,0.005294041833762658,14.0,0.10083333333333333,4150.0,0.00017587939698492463,2.499999999999999e-05
3665.5230268802875,1527.7925258885389,1004.4006198140781,-11718.828280036636,0.005253784624736762,15.0,0.10083333333333333,4150.0,0.00018844221105527637,2.6785714285714274e-05
3789.9388969495176,1518.5797134398576,991.2914831810971,-12018.671297686407,0.005214880392694271,16.0,0.10083333333333333,4150.0,0.00019813352476669057,2.857142857142856e-05
3911.79350238998,1507.672489621837,976.9870233962391,-12303.145229602218,0.005176439130357932,17.0,0.10083333333333333,4150.0,0.00021051687006460874,3.0357142857142847e-05
4030.17051573887,1495.1941269282527,963.1173066104748,-12574.661986874635,0.005138895385522556,18.0,0.10083333333333333,4150.0,0.0002229002153625269,3.214285714285714e-05
4145.455691069171,1481.3915399683297,948.5126453137457,-12829.471089953557,0.00510255202717288,19.0,0.10083333333333333,4150.0,0.00023528356066044508,3.392857142857142e-05
4258.922200487132,1466.6785094548345,934.335682930473,-13079.253744378388,0.005065962912712933,20.0,0.10083333333333333,4150.0,0.0002440775305096913,3.5714285714285703e-05
4369.762345400419,1451.272627523338,919.7082818372154,-13314.726841970987,0.005031157663128774,21.0,0.10083333333333333,4150.0,0.0002562814070351759,3.749999999999999e-05
4478.23086471551,1435.2032383492533,905.578835082876,-13540.505254249882,0.004996767452910483,22.0,0.10083333333333333,4150.0,0.0002684852835606604,3.928571428571427e-05
4585.730424516262,1418.7956417712212,891.0840932375523,-13760.98950295477,0.004962452963103366,23.0,0.10083333333333333,4150.0,0.00028068916008614495,4.1071428571428556e-05
4690.366293492935,1401.9176099051156,877.1440087753756,-13971.865041187812,0.0049293967573294925,24.0,0.10083333333333333,4150.0,0.0002885857860732233,4.285714285714285e-05
4793.559725316323,1384.8520539840695,863.6602479813884,-14177.474143649095,0.004897019762503804,25.0,0.10083333333333333,4150.0,0.00030061019382627424,4.464285714285713e-05
4895.071095240016,1367.6934542853376,849.8145482581837,-14376.258169476947,0.0048651957506084705,26.0,0.10083333333333333,4150.0,0.00031263460157932515,4.642857142857141e-05
4994.916331569448,1350.3283439542677,836.5715885719038,-14570.190854164983,0.004833763403019292,27.0,0.10083333333333333,4150.0,0.00032465900933237616,4.82142857142857e-05
5093.288034679293,1332.9229762526882,823.864035116179,-14754.601325375348,0.004803026915995075,28.0,0.10083333333333333,4150.0,0.0003366834170854272,4.999999999999998e-05
5191.798294190633,1315.7476458142817,810.524705223515,-14941.833947430932,0.004772238176119797,29.0,0.10083333333333333,4150.0,0.0003435032304379038,5.178571428571427e-05
5287.573419147447,1298.4102000409218,797.8735650984921,-15122.120773236908,0.0047420516789827,30.0,0.10083333333333333,4150.0,0.0003553481694185211,5.357142857142855e-05
0.0,0.0,0.0,-2.1237246499294997,0.005795565446830747,0.0,0.14125,4250.0,0.0,
617.4779451454569,483.0541601619509,380.7404255586518,-1962.4967605168567,0.005693085709921941,1.0,0.14125,4200.0,1.4716439339554916e-05,1.785714285714285e-06
1063.746544086256,791.6625147875253,614.9112968568558,-3479.364737108386,0.005633627596793551,2.0,0.14125,4200.0,2.8356066044508252e-05,3.57142857142857e-06
1410.8160352255068,999.5624018589721,763.0474031334146,-4695.848829918505,0.005578403197832612,3.0,0.14125,4200.0,4.1457286432160806e-05,5.357142857142856e-06
1695.4168785558995,1144.3689009439433,858.4111297848184,-5699.579126577788,0.005525983202418897,4.0,0.14125,4200.0,5.4558506819813346e-05,7.14285714285714e-06
1938.197533378074,1247.268442664484,920.0276907262875,-6546.254614657242,0.005475985055298908,5.0,0.14125,4200.0,6.730078966259871e-05,8.928571428571426e-06
2151.638102369408,1321.0954501010162,959.1774516199109,-7274.192189977417,0.005427942894336757,6.0,0.14125,4200.0,7.968413496051686e-05,1.0714285714285712e-05
2343.5051935835177,1373.9717809405054,983.1118317106387,-7909.745430142189,0.005381690679914208,7.0,0.14125,4200.0,9.170854271356784e-05,1.2499999999999996e-05
2519.182934217174,1411.3956242780769,996.342931542751,-8472.09253977998,0.005336889282500775,8.0,0.14125,4200.0,0.00010480976310122038,1.428571428571428e-05
2682.611658645744,1437.3305574544886,1001.3944980852071,-8976.073015774171,0.005293418534693144,9.0,0.14125,4200.0,0.00011629576453697057,1.607142857142857e-05
2835.827098643007,1454.1869868409258,1001.7820327382574,-9432.419127747162,0.005251003011389868,10.0,0.14125,4200.0,0.00012921751615218953,1.7857142857142852e-05
2981.0075600527457,1464.1715590628617,997.540855469041,-9847.707171777554,0.0051833599230977166,11.0,0.14125,4150.0,0.0001401651112706389,1.9642857142857135e-05
3119.371789109918,1468.563589328295,991.0631488755851,-10230.173465893597,0.005143848094838487,12.0,0.14125,4150.0,0.00015290739411342425,2.1428571428571425e-05
3252.4176249477737,1468.7831563576922,981.4441296054799,-10585.547148331876,0.005105391022232878,13.0,0.14125,4150.0,0.00016331658291457286,2.3214285714285705e-05
3380.436703524536,1465.3978836788797,971.0513688676905,-10915.415775762129,0.005067868895191154,14.0,0.14125,4150.0,0.00017587939698492463,2.499999999999999e-05
3504.724571082735,1459.3705295149662,959.2236511045819,-11226.38192583849,0.005031082679085039,15.0,0.14125,4150.0,0.00018844221105527637,2.6785714285714274e-05
3624.708391501807,1450.91749747344,946.9369569949071,-11517.527913879392,0.004995509972372692,16.0,0.14125,4150.0,0.00019813352476669057,2.857142857142856e-05
3742.2910764315234,1440.8407440259118,933.4719374600849,-11794.152851627128,0.004960338654208366,17.0,0.14125,4150.0,0.00021051687006460874,3.0357142857142847e-05
3856.5751543156503,1429.252881188102,920.4466423929703,-12058.348695855086,0.004925962904527545,18.0,0.14125,4150.0,0.0002229002153625269,3.214285714285714e-05
3967.924944087334,1416.3830166515845,906.6798662129304,-12306.638260739506,0.004892670253764277,19.0,0.14125,4150.0,0.00023528356066044508,3.392857142857142e-05
4077.586003819673,1402.6347087080246,893.3289042476088,-12550.276469835844,0.004859127860217526,20.0,0.14125,4150.0,0.0002440775305096913,3.5714285714285703e-05
4184.737155679831,1388.199142888204,879.5157941087995,-12780.017183425305,0.0048272004658447935,21.0,0.14125,4150.0,0.0002562814070351759,3.749999999999999e-05
4289.648592868813,1373.1064057103451,866.1858051196151,-13000.633863987568,0.00479563923358863,22.0,0.14125,4150.0,0.0002684852835606604,3.928571428571427e-05
4393.668066062347,1357.6949963736886,852.4811966104721,-13216.267989390159,0.004764127695374698,23.0,0.14125,4150.0,0.00028068916008614495,4.1071428571428556e-05
4494.954140042656,1341.8185012858899,839.3113684195707,-13422.486182558525,0.004733754855053014,24.0,0.14125,4150.0,0.0002885857860732233,4.285714285714285e-05
4594.877782637181,1325.7354316573867,826.5671338555069,-13623.8485157447,0.00470398490747264,25.0,0.14125,4150.0,0.00030061019382627424,4.464285714285713e-05
4693.201035044724,1309.5502272377882,813.4363885007484,-13818.669754170216,0.004674709726750386,26.0,0.14125,4150.0,0.00031263460157932515,4.642857142857141e-05
4789.956548091329,1293.1694532036859,800.9069629095846,-14008.665863321454,0.0046457799885704825,27.0,0.14125,4150.0,0.00032465900933237616,4.82142857142857e-05
4885.315192689813,1276.738687728251,788.8796556192431,-14189.685959757146,0.004617480280277704,28.0,0.14125,4150.0,0.0003366834170854272,4.999999999999998e-05
4980.838493100051,1260.494265274836,776.2377710807431,-14373.529437536272,0.0045891082035474165,29.0,0.14125,4150.0,0.0003435032304379038,5.178571428571427e-05
5073.744046513952,1244.1068265298334,764.2378304009873,-14550.67442336757,0.004561281362752675,30.0,0.14125,4150.0,0.0003553481694185211,5.357142857142855e-05
0.0,0.0,0.0,-2.1237246499294997,0.005501618660993763,0.0,0.18166666666666664,4250.0,0.0,
586.4582035655246,458.7370755784398,361.55506056397496,-1864.5742348543936,0.005407697412463926,1.0,0.18166666666666664,4200.0,1.4716439339554916e-05,1.785714285714285e-06
1010.5319132886249,751.9087794868717,583.9820381098081,-3307.5735198679904,0.005354165217019587,2.0,0.18166666666666664,4200.0,2.8356066044508252e-05,3.57142857142857e-06
1340.6319481515786,949.5670392791063,724.8001827237472,-4466.310395242574,0.0053043954393285075,3.0,0.18166666666666664,4200.0,4.1457286432160806e-05,5.357142857142856e-06
1611.6048025191265,1087.4018275869205,815.5724416464309,-5423.654986280933,0.0052571084063180425,4.0,0.18166666666666664,4200.0,5.4558506819813346e-05,7.14285714285714e-06
1843.021938496475,1185.5009151168485,874.3405549011494,-6232.285952098107,0.0052119661027292645,5.0,0.18166666666666664,4200.0,6.730078966259871e-05,8.928571428571426e-06
2046.7026075004371,1256.0271151270815,911.7951158883178,-6928.463656163913,0.005168551947481444,6.0,0.18166666666666664,4200.0,7.968413496051686e-05,1.0714285714285712e-05
2229.994825384078,1306.6725344227132,934.8072482207435,-7537.120708917268,0.0051267202408614276,7.0,0.18166666666666664,4200.0,9.170854271356784e-05,1.2499999999999996e-05
2397.997988534648,1342.6483576884398,947.6511584962353,-8076.413797531539,0.005086168647777147,8.0,0.18166666666666664,4200.0,0.00010480976310122038,1.428571428571428e-05
2554.438335953456,1367.7087353205948,952.7234365955889,-8560.397997498963,0.005046789794244889,9.0,0.18166666666666664,4200.0,0.00011629576453697057,1.607142857142857e-05
2701.2376596002387,1384.1383466518284,953.3593159381018,-8999.240052170702,0.005008337744371174,10.0,0.18166666666666664,4200.0,0.00012921751615218953,1.7857142857142852e-05
2840.451352390926,1394.0254606010608,949.5808405291506,-9399.03782738556,0.004945463818626244,11.0,0.18166666666666664,4150.0,0.0001401651112706389,1.9642857142857135e-05
2973.2401794456364,1398.5862352487818,943.6635904826244,-9767.79625533679,0.0049095965998457855,12.0,0.18166666666666664,4150.0,0.00015290739411342425,2.1428571428571425e-05
3101.009667542028,1399.1647184962974,934.7392333679397,-10110.913750697255,0.004874660460662791,13.0,0.18166666666666664,4150.0,0.00016331658291457286,2.3214285714285705e-05
3224.0407412696704,1396.3038713526687,925.0905634899368,-10429.743273867025,0.0048405520504966595,14.0,0.18166666666666664,4150.0,0.00017587939698492463,2.499999999999999e-05
3343.560709624057,1390.913642119966,914.0425882649237,-10730.724818014234,0.004807088279000442,15.0,0.18166666666666664,4150.0,0.00018844221105527637,2.6785714285714274e-05
3459.0097600988006,1383.1987549491955,902.5557224291584,-11012.75504321485,0.004774707771339596,16.0,0.18166666666666664,4150.0,0.00019813352476669057,2.857142857142856e-05
3572.212715681808,1373.9122796239624,889.9193850889418,-11281.106277428393,0.004742672577242021,17.0,0.18166666666666664,4150.0,0.00021051687006460874,3.0357142857142847e-05
3682.296778653,1363.1830496706798,877.7129462152224,-11537.564448859703,0.004711339090830451,18.0,0.18166666666666664,4150.0,0.0002229002153625269,3.214285714285714e-05
