CAPE_u,CAPE_ext,dh,sat_def,P,RH,dz,ent_b
7223.36753545598,3873.8883138538663,-12738.48674127394,0.004883406480968913,7.0,0.13999999999999999,4200.0,0.0004938522518074282
7767.943668683235,3917.1004737517505,-13091.896700030571,0.004660927179392384,8.0,0.13999999999999999,4200.0,0.0005634175393339245
8263.734123736693,3923.0166556380505,-13345.693445984056,0.004445223054342934,9.0,0.13999999999999999,4150.0,0.000632741698863649
8718.658665490806,3900.996880459685,-13523.133569834892,0.0042700556633871005,10.0,0.13999999999999999,4150.0,0.0007018263962254038
9138.83290742917,3858.3034629491212,-13640.993797373572,0.004112188484358994,11.0,0.13999999999999999,4150.0,0.0007706732800448598
9529.087485396627,3800.435657291074,-13711.934285219846,0.003968985515135564,12.0,0.13999999999999999,4150.0,0.0008392839819806442
9893.30206821017,3731.591522029177,-13745.57272521346,0.0038383443960882655,13.0,0.13999999999999999,4150.0,0.0009076601169563551
10234.647582061052,3654.9355204353224,-13749.329355146532,0.0037185637827094773,14.0,0.13999999999999999,4150.0,0.000975803283388641
10555.744412357295,3573.021748935916,-13729.07032411707,0.0035945845726012256,15.0,0.13999999999999999,4100.0,0.001043715063411405
10858.790241860794,3487.864811686665,-13689.422240525026,0.003493165016418341,16.0,0.13999999999999999,4100.0,0.0011113970230962158
11145.6420588292,3400.9063685287474,-13633.933279393808,0.0033990340175451173,17.0,0.13999999999999999,4100.0,0.0011788507126690004
11417.883245372524,3313.316604413505,-13565.560069976367,0.0033113817382129074,18.0,0.13999999999999999,4100.0,0.0012460776667230968
11676.877484015691,3226.0177590343997,-13486.703802208162,0.0032295185642201257,19.0,0.13999999999999999,4100.0,0.0013130794044287361
11923.80658636488,3139.710949916866,-13399.327905858707,0.0031528529762032613,20.0,0.13999999999999999,4100.0,0.0013798574297390284
12159.701559324189,3054.8805757217515,-13305.047512242541,0.0030808743027863363,21.0,0.13999999999999999,4100.0,0.0014464132315925215
12385.467657680354,2971.898996105795,-13205.197934570468,0.0030131390861421734,22.0,0.13999999999999999,4100.0,0.0015127482841123996
12601.905154875687,2891.083041369587,-13100.888291996496,0.0029492599998068316,23.0,0.13999999999999999,4100.0,0.0015788640468023894
12809.72032109757,2812.6358775276854,-12993.062768975251,0.002878721899866039,24.0,0.13999999999999999,4050.0,0.0016447619647394403
13009.54403967538,2736.6293121615854,-12882.550756529898,0.002821862659468099,25.0,0.13999999999999999,4050.0,0.0017104434687632388
13201.940398962717,2663.2314729345144,-12769.922161827933,0.002767935784094408,26.0,0.13999999999999999,4050.0,0.0017759099756626212
13387.422413941329,2592.3959848401655,-12655.725091140928,0.002716706575233402,27.0,0.13999999999999999,4050.0,0.001841162888358953
13566.442291604273,2524.1871772730365,-12540.420938418509,0.002667966010845899,28.0,0.13999999999999999,4050.0,0.001906203596086499
13739.413768551107,2458.5673783748575,-12424.399662209704,0.002621526404225932,29.0,0.13999999999999999,4050.0,0.0019710334745699186
13906.718945076518,2395.493867778151,-12307.991206472754,0.0025772192601582916,30.0,0.13999999999999999,4050.0,0.002035653886198848
0.0,0.0,-2.628212131370674,0.007916317396456991,0.0,0.18,4300.0,0.0
1758.5650222556221,1408.1210125822518,-4496.2389397594525,0.007093314341087827,1.0,0.18,4300.0,7.13013232899229e-05
3050.899868261213,2272.379946739041,-7219.382633663001,0.006453754883528481,2.0,0.18,4250.0,0.0001423493553772791
4085.889597190036,2839.2421083769837,-9035.105799131408,0.005985158041822657,3.0,0.18,4250.0,0.00021314588947975957
4953.1075223399985,3217.8262782737,-10308.88463110233,0.005602894626414978,4.0,0.18,4250.0,0.00028369269983912767
5700.861574300968,3468.321079580845,-11229.909410917477,0.00525758447039355,5.0,0.18,4200.0,0.0003539915419880172
6358.647616997058,3627.9809917665048,-11907.977169861093,0.00498574613612958,6.0,0.18,4200.0,0.0004240441530120581
6945.97161100993,3721.5653240671495,-12411.18062130062,0.004749493830065526,7.0,0.18,4200.0,0.0004938522518074282
7476.511807269541,3766.319966935685,-12784.926460025737,0.004541602865353838,8.0,0.18,4200.0,0.0005634175393339245
7960.250910784108,3774.8554560633033,-13060.566402994264,0.0043567891411280014,9.0,0.18,4200.0,0.000632741698863649
8404.713350577038,3756.2534454219713,-13260.708168719495,0.004173725364436768,10.0,0.18,4150.0,0.0007018263962254038
8815.71874032223,3717.403007427025,-13401.545023549756,0.004025038324598134,11.0,0.18,4150.0,0.0007706732800448598
9197.868723411173,3663.714773041463,-13495.298994208111,0.0038898553842902006,12.0,0.18,4150.0,0.0008392839819806442
9554.872723477622,3599.1425461260606,-13551.347063240937,0.003766270244431128,13.0,0.18,4150.0,0.0009076601169563551
9889.75937534291,3526.8065973791836,-13576.955495298687,0.0036527362172990973,14.0,0.18,4150.0,0.000975803283388641
10205.045597653294,3449.2504350184818,-13577.830449047855,0.003547982403499616,15.0,0.18,4150.0,0.001043715063411405
10502.833395306554,3368.329719111777,-13558.530931129397,0.003437754319331225,16.0,0.18,4100.0,0.0011113970230962158
10784.906782684126,3285.495083675159,-13522.801203439602,0.0033480870126313526,17.0,0.18,4100.0,0.0011788507126690004
11052.789907007813,3201.901613170629,-13473.44008271175,0.00326446338099511,18.0,0.18,4100.0,0.0012460776667230968
11307.795484802791,3118.4346501975256,-13412.852444997,0.0031862496928451974,19.0,0.18,4100.0,0.0013130794044287361
11551.06229879988,3035.7843409721922,-13343.014124248344,0.0031129014199544175,20.0,0.18,4100.0,0.0013798574297390284
11783.584716194113,2954.4989282546917,-13265.558419255853,0.0030439476064066397,21.0,0.18,4100.0,0.0014464132315925215
12006.236150433873,2874.905079165796,-13181.842786177476,0.0029789785094731813,22.0,0.18,4100.0,0.0015127482841123996
12219.788074998647,2797.276756700758,-13093.00114061746,0.00291763562422015,23.0,0.18,4100.0,0.0015788640468023894
12424.926627922445,2721.886882004004,-12999.984828586865,0.0028596037971074695,24.0,0.18,4100.0,0.0016447619647394403
12622.263978631689,2648.80190383577,-12903.594132115155,0.0028046048982837022,25.0,0.18,4100.0,0.0017104434687632388
12812.344521096067,2578.138093589827,-12804.514314504559,0.002742624893133174,26.0,0.18,4050.0,0.0017759099756626212
12995.659816723333,2509.9241893141048,-12703.387810957822,0.002693230270910931,27.0,0.18,4050.0,0.001841162888358953
13172.658092792879,2444.1991207213614,-12600.617794283491,0.0026461904854039454,28.0,0.18,4050.0,0.001906203596086499
13343.737670113107,2380.9113160411616,-12496.619712477783,0.0026013302875243943,29.0,0.18,4050.0,0.0019710334745699186
13509.262707501788,2320.084318194798,-12391.74611896505,0.002558492595639289,30.0,0.18,4050.0,0.002035653886198848
0.0,0.0,-2.628212131370674,0.007492256451488824,0.0,0.22,4300.0,0.0
1670.4724656046067,1337.16915355295,-4282.048112780671,0.006754509733350595,1.0,0.22,4300.0,7.13013232899229e-05
2905.480539078836,2162.9863101663123,-6907.665661158695,0.006173939381771529,2.0,0.22,4250.0,0.0001423493553772791
3899.0059738393797,2707.6410153771385,-8679.18676874588,0.005747416358963352,3.0,0.22,4250.0,0.00021314588947975957
4734.399124878904,3073.4261462687023,-9936.777333787992,0.005397515906298138,4.0,0.22,4250.0,0.00028369269983912767
5456.758897084781,3317.0107328177914,-10857.420952440945,0.005102804116082794,5.0,0.22,4250.0,0.0003539915419880172
6093.7195317411115,3473.615438816302,-11544.586768967187,0.004827274111920577,6.0,0.22,4200.0,0.0004240441530120581
6663.602262400054,3566.7268629441237,-12062.680890688789,0.004608313728246083,7.0,0.22,4200.0,0.0004938522518074282
7179.293136378023,3612.768644969639,-12454.755978927482,0.004415000424540993,8.0,0.22,4200.0,0.0005634175393339245
7650.2177483392525,3623.7300245811675,-12750.731016925478,0.0042426308882962775,9.0,0.22,4200.0,0.000632741698863649
8083.500176920417,3608.3972952775553,-12972.064508246462,0.004070313502171375,10.0,0.22,4150.0,0.0007018263962254038
8484.661386301625,3573.2828056474796,-13134.789374635126,0.003930939732175852,11.0,0.22,4150.0,0.0007706732800448598
8858.079657537055,3523.7066043855166,-13250.492173477258,0.0038039301530733757,12.0,0.22,4150.0,0.0008392839819806442
9207.278637927842,3463.3641183285677,-13328.277284537064,0.0036875669849308194,13.0,0.22,4150.0,0.0009076601169563551
9535.15445606855,3395.351472210471,-13375.229791957136,0.0035804528186841973,14.0,0.22,4150.0,0.000975803283388641
9844.101917633696,3322.14043338304,-13396.937204255271,0.0034814365870295015,15.0,0.22,4150.0,0.001043715063411405
10136.135623916529,3245.4644924189997,-13397.857299724019,0.0033895597650636065,16.0,0.22,4150.0,0.0011113970230962158
10412.963517680426,3166.782797375408,-13381.582753396717,0.0033040164255518684,17.0,0.22,4150.0,0.0011788507126690004
10676.046573049365,3087.224234176058,-13351.150772761204,0.0032118058833517714,18.0,0.22,4100.0,0.0012460776667230968
10926.644498477788,3007.6560267870514,-13308.863413431849,0.0031374108292750004,19.0,0.22,4100.0,0.0013130794044287361
11165.85125896487,2928.74181620884,-13256.662403592214,0.0030675451289073168,20.0,0.22,4100.0,0.0013798574297390284
11394.623037210895,2851.0073787150177,-13196.190134686258,0.0030017770591630483,21.0,0.22,4100.0,0.0014464132315925215
11613.800693531586,2774.8608082868946,-13128.818621429062,0.0029397302713629015,22.0,0.22,4100.0,0.0015127482841123996
11824.127521815877,2700.5255539192976,-13055.699467451632,0.0028810750843743503,23.0,0.22,4100.0,0.0015788640468023894
12026.263599816406,2628.210807046319,-12977.803172591834,0.0028255213398131096,24.0,0.22,4100.0,0.0016447619647394403
12220.79888399324,2558.119152175192,-12895.95169003291,0.0027728121585722542,25.0,0.22,4100.0,0.0017104434687632388
12408.264918356315,2490.2473085769475,-12810.843665474007,0.002722719358916992,26.0,0.22,4100.0,0.0017759099756626212
12589.132962604872,2424.7405161888614,-12723.073426437986,0.002675039774511713,27.0,0.22,4100.0,0.001841162888358953
12763.83239588538,2361.5300542061555,-12633.150342167835,0.0026295910216728425,28.0,0.22,4100.0,0.001906203596086499
12932.75738613569,2300.683817993253,-12541.563963866203,0.0025770089071570283,29.0,0.22,4050.0,0.0019710334745699186
13096.255759931038,2242.139985875593,-12448.657304337808,0.002535758939707081,30.0,0.22,4050.0,0.002035653886198848
0.0,0.0,-2.628212131370674,0.007072633000324725,0.0,0.26,4300.0,0.0
1582.6276798387985,1266.4565912202559,-4067.1967485650166,0.006414741718882809,1.0,0.26,4300.0,7.13013232899229e-05
2759.690807066371,2053.4071176018683,-6591.632501266766,0.005923337470169313,2.0,0.26,4300.0,0.0001423493553772791
3710.850267720762,2575.2834544143134,-8314.605402566543,0.005504183082303551,3.0,0.26,4250.0,0.00021314588947975957
4513.437551206261,2927.7133455861062,-9552.016963381626,0.0051856476927070305,4.0,0.26,4250.0,0.00028369269983912767
5209.420942005333,3163.8941147785904,-10468.85780337487,0.004916066028796859,5.0,0.26,4250.0,0.0003539915419880172
5824.603574308293,3317.026336366626,-11161.938951824231,0.00466144464041096,6.0,0.26,4200.0,0.0004240441530120581
6376.145842380468,3409.331519253727,-11692.31850028791,0.004459608438179867,7.0,0.26,4200.0,0.0004938522518074282
6876.130021901531,3456.3860160100844,-12100.523585657567,0.004280817740354782,8.0,0.26,4200.0,0.0005634175393339245
7333.434294865411,3469.564876150936,-12414.990683862052,0.0041209138652453185,9.0,0.26,4200.0,0.000632741698863649
7754.7803225109255,3457.3425997768563,-12656.192502943428,0.003976744382463514,10.0,0.26,4200.0,0.0007018263962254038
8145.387360312642,3425.874923217066,-12839.311250352133,0.0038294979851268103,11.0,0.26,4150.0,0.0007706732800448598
8509.397909176392,3380.3049668223052,-12975.92828468093,0.0037107923242086856,12.0,0.26,4150.0,0.0008392839819806442
8850.163520727416,3324.146825908831,-13074.617029862733,0.003601798149313119,13.0,0.26,4150.0,0.0009076601169563551
9170.427232821314,3260.474970158741,-13142.254321626133,0.0035012614210785027,14.0,0.26,4150.0,0.000975803283388641
9472.472312497155,3191.5597828952996,-13184.285908277932,0.0034081466676589662,15.0,0.26,4150.0,0.001043715063411405
9758.219990449208,3119.1418966485453,-13205.074429754706,0.003321589587199117,16.0,0.26,4150.0,0.0011113970230962158
10029.29811585292,3044.6395562795133,-13208.150473690723,0.0032408618566232917,17.0,0.26,4150.0,0.0011788507126690004
10287.101813740159,2969.1520834781254,-13196.396968801004,0.0031653444889271354,18.0,0.26,4150.0,0.0012460776667230968
10532.835908942418,2893.5260313931567,-13172.210867036534,0.0030825099613751793,19.0,0.26,4100.0,0.0013130794044287361
10767.547886512815,2818.415431571693,-13137.646084481981,0.003016288276613155,20.0,0.26,4100.0,0.0013798574297390284
10992.154227173023,2744.313536824151,-13094.222960468942,0.0029538641463024923,21.0,0.26,4100.0,0.0014464132315925215
11207.46379514312,2671.627059062298,-13043.319016889276,0.002894894456194538,22.0,0.26,4100.0,0.0015127482841123996
11414.189000827959,2600.6456973667837,-12986.095835620254,0.0028390780334685423,23.0,0.26,4100.0,0.0015788640468023894
11612.964213486737,2531.521086034601,-12923.538018404244,0.0027861491024036783,24.0,0.26,4100.0,0.0016447619647394403
11804.356285003898,2464.433644931398,-12856.483171917476,0.0027358722886443847,25.0,0.26,4100.0,0.0017104434687632388
11988.875229548274,2399.476687450982,-12785.6457540677,0.0026880384204988187,26.0,0.26,4100.0,0.0017759099756626212
12166.98018740878,2336.6808148524815,-12711.639307596677,0.0026424602406000634,27.0,0.26,4100.0,0.001841162888358953
12339.081834929919,2276.0995125708737,-12634.989931895798,0.002598970374974431,28.0,0.26,4100.0,0.001906203596086499
12505.557992365102,2217.7181877235516,-12556.15165684076,0.0025574179973723,29.0,0.26,4100.0,0.0019710334745699186
12666.750371299757,2161.506873762646,-12475.516784827902,0.002517667100743908,30.0,0.26,4100.0,0.002035653886198848
0.0,0.0,-2.628212131370674,0.006657343411008849,0.0,0.30000000000000004,4300.0,0.0
1495.0294369117375,1195.982842326648,-3851.710685343671,0.0060740503364624535,1.0,0.30000000000000004,4300.0,7.13013232899229e-05
2613.5309205610843,1943.6464369243274,-6271.243174899457,0.0056347187276108825,2.0,0.30000000000000004,4300.0,0.0001423493553772791
3521.416787101498,2442.1729047382387,-7941.3434569508245,0.00525543825281441,3.0,0.30000000000000004,4250.0,0.00021314588947975957
4290.199278231997,2780.6807764983955,-9154.464194538916,0.004967203598041199,4.0,0.30000000000000004,4250.0,0.00028369269983912767
4958.801173209119,3008.956464058081,-10063.802505031657,0.0047220963314258905,5.0,0.30000000000000004,4250.0,0.0003539915419880172
5551.222430832618,3158.1892195707815,-10759.55543971141,0.004509812106366067,6.0,0.30000000000000004,4250.0,0.0004240441530120581
6083.47721935561,3249.3281632723088,-11299.40829552093,0.004303113706345812,7.0,0.30000000000000004,4200.0,0.0004938522518074282
6566.863617647995,3297.1150280800534,-11721.34081645013,0.004138742665008321,8.0,0.30000000000000004,4200.0,0.0005634175393339245
7009.702212041916,3312.289499343623,-12052.254088521324,0.003991284378771291,9.0,0.30000000000000004,4200.0,0.000632741698863649
7418.308728421042,3303.0033467425515,-12311.6037254712,0.0038579622161242434,10.0,0.30000000000000004,4200.0,0.0007018263962254038
7797.604543327562,3275.089249780039,-12513.831692473548,0.003736615411503867,11.0,0.30000000000000004,4200.0,0.0007706732800448598
8151.495771676296,3233.4063827468935,-12669.939132891617,0.0036100005550745357,12.0,0.30000000000000004,4150.0,0.0008392839819806442
8483.147877713172,3181.3736971058065,-12788.521067908194,0.0035085000918573346,13.0,0.30000000000000004,4150.0,0.0009076601169563551
8795.159228231389,3122.0098965540105,-12876.015692599518,0.0034146795960561817,14.0,0.30000000000000004,4150.0,0.000975803283388641
9089.69733045523,3057.38162134738,-12937.70410903763,0.003327614425368346,15.0,0.30000000000000004,4150.0,0.001043715063411405
9368.581895915815,2989.229425621359,-12977.833872896452,0.0032465310502123703,16.0,0.30000000000000004,4150.0,0.0011113970230962158
9633.361493872471,2918.927219204175,-12999.856280245927,0.003170776170556763,17.0,0.30000000000000004,4150.0,0.0011788507126690004
9885.364537703617,2847.5421091083826,-13006.600959260271,0.003099793362257861,18.0,0.30000000000000004,4150.0,0.0012460776667230968
10125.73910033409,2775.9009157597475,-13000.406432864831,0.0030331051213650035,19.0,0.30000000000000004,4150.0,0.0013130794044287361
10355.484351363808,2704.6418389985038,-12983.219085916215,0.0029702989114839167,20.0,0.30000000000000004,4150.0,0.0013798574297390284
